date,Open,High,Low,Close,Volume,Ticker
2025-07-10,69.57,71.72,69.49,70.47,1588250.0,AOS
2025-07-11,69.76,70.105,68.9,69.08,1076946.0,AOS
2025-07-14,68.98,69.145,68.22,68.85,865039.0,AOS
2025-07-15,69.27,69.43,67.13,67.24,1198579.0,AOS
2025-07-16,67.28,68.085,66.79,68.05,1710973.0,AOS
2025-07-17,68.48,70.795,68.205,70.75,2210367.0,AOS
2025-07-18,70.87,71.05,69.9,70.3,2486898.0,AOS
2025-07-21,70.56,70.73,69.03,69.07,1761517.0,AOS
2025-07-22,69.12,71.15,69.02,71.1,1668126.0,AOS
2025-07-23,71.61,72.065,71.19,71.38,1820099.0,AOS
2025-07-24,73.54,77.31,72.55,73.94,4191224.0,AOS
2025-07-25,74.16,74.38,71.49,72.06,1924093.0,AOS
2025-07-28,71.62,71.93,70.865,71.03,1400338.0,AOS
2025-07-29,71.36,71.72,70.7,71.64,1382744.0,AOS
2025-07-30,71.62,71.68,70.3175,70.83,1453913.0,AOS
2025-07-31,69.93,71.14,69.885,70.79,2465011.0,AOS
2025-08-01,70.5,70.79,69.55,70.41,1262963.0,AOS
2025-08-04,70.445,70.59,69.89,70.34,1111316.0,AOS
2025-08-05,70.51,70.82,69.74,70.32,1132639.0,AOS
2025-08-06,70.54,71.26,70.36,70.56,1020570.0,AOS
2025-08-07,71.27,71.57,70.38,70.62,861223.0,AOS
2025-08-08,70.51,70.9341,70.2801,70.83,1357333.0,AOS
2025-08-11,70.86,71.13,69.53,70.53,1100657.0,AOS
2025-08-12,70.73,71.42,70.3544,71.33,946293.0,AOS
2025-08-13,71.5,73.81,71.2955,73.64,1250164.0,AOS
2025-08-14,72.5,73.18,72.21,72.52,908747.0,AOS
2025-08-15,72.6,72.73,71.875,72.21,1251606.0,AOS
2025-08-18,72.31,72.4364,71.83,72.15,1066613.0,AOS
2025-08-19,72.3,73.38,72.08,72.82,764215.0,AOS
2025-08-20,72.64,73.04,71.845,71.85,847705.0,AOS
2025-08-21,71.47,72.205,71.24,71.75,723410.0,AOS
2025-08-22,72.13,73.845,71.91,73.61,674080.0,AOS
2025-08-25,73.41,73.42,72.355,72.54,624989.0,AOS
2025-08-26,72.42,73.035,72.195,72.38,1132882.0,AOS
2025-08-27,72.08,73.07,71.9,72.42,1111854.0,AOS
2025-08-28,72.67,72.83,71.32,71.62,1081396.0,AOS
2025-08-29,72.05,72.07,71.02,71.29,886399.0,AOS
2025-09-02,70.67,70.96,70.085,70.38,1311530.0,AOS
2025-09-03,70.0,71.16,70.0,70.79,1337043.0,AOS
2025-09-04,71.22,72.64,70.79,72.64,1185890.0,AOS
2025-09-05,73.04,74.09,72.935,73.68,1445124.0,AOS
2025-09-08,73.41,74.09,72.67,73.96,1165729.0,AOS
2025-09-09,73.48,73.56,71.26,72.0,1200583.0,AOS
2025-09-10,71.73,72.65,71.69,72.49,1104970.0,AOS
2025-09-11,72.73,74.72,72.5015,74.3,1673138.0,AOS
2025-09-12,73.81,74.16,72.53,72.57,766708.0,AOS
2025-09-15,72.83,73.43,72.47,73.25,799625.0,AOS
2025-09-16,73.3,73.71,72.78,73.61,640099.0,AOS
2025-09-17,73.98,75.2,72.6457,73.12,1083370.0,AOS
2025-09-18,73.26,73.52,72.69,73.07,915844.0,AOS
2025-09-19,72.88,73.385,72.475,73.09,2025689.0,AOS
2025-09-22,72.78,72.82,72.09,72.26,769446.0,AOS
2025-09-23,72.49,73.33,71.74,72.17,622356.0,AOS
2025-09-24,71.83,72.7,71.73,71.96,820857.0,AOS
2025-09-25,71.975,72.1494,71.09,71.4,682414.0,AOS
2025-09-26,71.62,72.55,71.29,72.45,637201.0,AOS
2025-09-29,73.19,73.46,72.53,72.75,671824.0,AOS
2025-09-30,72.98,73.56,72.87,73.41,751317.0,AOS
2025-10-01,73.28,73.555,72.425,73.1,1053364.0,AOS
2025-10-02,73.15,73.97,72.79,73.54,831538.0,AOS
