date,Open,High,Low,Close,Volume,Ticker
2025-07-10,133.73,135.05,133.01,133.6,4857081.0,ABT
2025-07-11,133.27,133.58,131.26,132.02,4661568.0,ABT
2025-07-14,132.02,133.09,131.71,132.03,4881683.0,ABT
2025-07-15,131.895,132.44,130.3,131.49,5084847.0,ABT
2025-07-16,132.12,133.025,130.31,131.74,9892958.0,ABT
2025-07-17,126.55,126.86,119.77,120.51,27560609.0,ABT
2025-07-18,122.63,125.63,122.27,123.67,19571878.0,ABT
2025-07-21,124.26,126.03,121.6,124.42,10307985.0,ABT
2025-07-22,124.33,126.38,124.23,125.73,7098443.0,ABT
2025-07-23,126.32,127.04,123.25,125.83,6439582.0,ABT
2025-07-24,125.28,125.98,124.695,125.64,4708230.0,ABT
2025-07-25,125.77,126.725,125.45,126.54,4741277.0,ABT
2025-07-28,126.15,126.99,125.625,126.35,8168448.0,ABT
2025-07-29,126.01,128.1,125.47,128.01,5834139.0,ABT
2025-07-30,127.97,129.7,127.08,128.55,5359672.0,ABT
2025-07-31,127.54,129.15,125.81,126.19,6722644.0,ABT
2025-08-01,125.47,127.77,125.47,127.29,5453261.0,ABT
2025-08-04,127.45,130.13,127.45,129.93,5671459.0,ABT
2025-08-05,129.91,131.48,129.25,130.69,5355471.0,ABT
2025-08-06,130.08,131.72,129.81,130.93,5170125.0,ABT
2025-08-07,131.16,132.5,130.73,132.06,4690729.0,ABT
2025-08-08,131.8,134.71,131.75,134.28,4985614.0,ABT
2025-08-11,134.08,134.35,130.55,131.36,7125728.0,ABT
2025-08-12,131.74,131.89,129.62,131.02,5657521.0,ABT
2025-08-13,131.12,131.65,128.33,129.4,6723933.0,ABT
2025-08-14,129.105,130.14,128.53,129.28,9688357.0,ABT
2025-08-15,129.92,132.35,129.665,131.75,6784760.0,ABT
2025-08-18,131.63,132.3,130.16,130.27,3831433.0,ABT
2025-08-19,129.92,131.72,128.68,131.25,4845734.0,ABT
2025-08-20,132.05,133.81,131.72,132.44,3639871.0,ABT
2025-08-21,132.12,133.2,131.75,132.0,3980063.0,ABT
2025-08-22,132.77,133.62,131.34,132.59,4130380.0,ABT
2025-08-25,132.72,132.96,131.49,131.87,4705847.0,ABT
2025-08-26,131.86,132.35,131.38,131.59,6076566.0,ABT
2025-08-27,131.47,131.75,130.5616,131.46,4759172.0,ABT
2025-08-28,130.92,131.635,130.14,131.37,4674999.0,ABT
2025-08-29,132.015,132.845,131.17,132.66,4430659.0,ABT
2025-09-02,132.685,133.395,130.84,131.46,5779158.0,ABT
2025-09-03,131.15,132.19,130.21,132.18,4753557.0,ABT
2025-09-04,132.18,133.84,131.7,132.81,5073766.0,ABT
2025-09-05,132.515,134.325,132.445,132.94,3286917.0,ABT
2025-09-08,132.26,133.09,131.61,132.2,5070307.0,ABT
2025-09-09,132.3,133.1679,131.645,131.95,4641401.0,ABT
2025-09-10,131.85,131.85,127.445,129.36,7397214.0,ABT
2025-09-11,129.69,132.68,129.3975,132.65,5578384.0,ABT
2025-09-12,131.82,134.96,131.4,133.73,5700367.0,ABT
2025-09-15,133.88,134.345,130.96,131.33,4057870.0,ABT
2025-09-16,131.755,133.66,131.2,132.76,5401591.0,ABT
2025-09-17,132.71,134.22,132.71,134.17,5113326.0,ABT
2025-09-18,134.09,134.78,132.095,134.57,5891931.0,ABT
2025-09-19,134.7,136.73,133.72,136.04,11547416.0,ABT
2025-09-22,135.33,137.49,134.95,136.62,4837228.0,ABT
2025-09-23,136.28,136.88,135.041,135.89,5136718.0,ABT
2025-09-24,135.31,136.83,133.79,133.89,3932420.0,ABT
2025-09-25,134.43,134.43,131.18,133.31,4963374.0,ABT
2025-09-26,133.98,134.2,133.1,133.55,4182140.0,ABT
2025-09-29,133.0,133.5,131.71,133.11,4351894.0,ABT
2025-09-30,132.86,134.5,132.18,133.94,7538490.0,ABT
2025-10-01,134.8,135.45,129.08,133.47,10614091.0,ABT
2025-10-02,132.42,133.3938,130.51,132.99,5916689.0,ABT
2025-10-03,133.25,135.365,132.79,134.59,5362213.0,ABT
2025-10-06,134.32,135.24,133.45,133.74,6745885.0,ABT
2025-10-07,134.085,134.085,131.93,133.02,4816431.0,ABT
2025-10-08,132.81,134.72,132.17,134.27,6654832.0,ABT
2025-10-09,134.58,135.125,133.0,133.31,3237667.0,ABT
2025-10-10,134.19,134.5,132.045,132.57,5654455.0,ABT
2025-10-13,132.0,132.76,130.87,131.38,4008306.0,ABT
2025-10-14,131.46,133.34,131.23,133.27,8147880.0,ABT
2025-10-15,128.01,131.475,125.74,129.45,14906379.0,ABT
2025-10-16,129.53,131.16,126.87,127.63,9768055.0,ABT
2025-10-17,127.86,129.26,127.21,128.54,6806829.0,ABT
2025-10-20,128.44,129.815,128.13,129.51,5810257.0,ABT
2025-10-21,129.0,129.3,127.51,127.54,4934677.0,ABT
