date,Open,High,Low,Close,Volume,Ticker
2025-07-10,200.875,205.36,197.9801,204.48,697864.0,ALGN
2025-07-11,202.24,203.845,200.755,202.28,793210.0,ALGN
2025-07-14,202.12,202.37,198.51,199.31,1230196.0,ALGN
2025-07-15,201.37,201.37,191.92,192.81,1005214.0,ALGN
2025-07-16,193.18,193.53,187.715,190.24,1072068.0,ALGN
2025-07-17,190.49,193.45,189.27,192.27,672582.0,ALGN
2025-07-18,193.54,193.54,188.5,190.77,474661.0,ALGN
2025-07-21,191.61,193.62,189.01,189.02,491726.0,ALGN
2025-07-22,188.98,194.495,188.0,194.06,646088.0,ALGN
2025-07-23,196.9,205.3,195.725,204.13,1285226.0,ALGN
2025-07-24,203.11,204.21,200.375,202.18,687668.0,ALGN
2025-07-25,202.91,206.05,200.42,205.56,703281.0,ALGN
2025-07-28,206.07,207.75,203.24,207.19,1308358.0,ALGN
2025-07-29,207.56,208.305,204.52,205.81,1188345.0,ALGN
2025-07-30,205.41,207.08,201.875,203.57,2687360.0,ALGN
2025-07-31,142.5,149.75,127.7,129.01,13728059.0,ALGN
2025-08-01,128.995,139.0,128.995,136.52,7978332.0,ALGN
2025-08-04,140.68,143.17,136.27,137.77,2785770.0,ALGN
2025-08-05,138.67,141.51,137.92,139.65,2025413.0,ALGN
2025-08-06,139.0,139.61,134.4,136.9,2127875.0,ALGN
2025-08-07,138.33,140.27,135.75,138.77,1421539.0,ALGN
2025-08-08,138.51,140.15,137.05,139.88,1728709.0,ALGN
2025-08-11,139.68,141.96,134.36,134.82,2726057.0,ALGN
2025-08-12,135.03,141.315,134.36,140.49,1688617.0,ALGN
2025-08-13,141.025,146.8,140.5,145.74,1810900.0,ALGN
2025-08-14,143.71,144.52,141.5,142.88,1287036.0,ALGN
2025-08-15,143.44,145.2984,142.38,142.43,1110480.0,ALGN
2025-08-18,142.36,145.71,142.0,144.94,1034066.0,ALGN
2025-08-19,145.21,149.01,143.276,143.77,1644500.0,ALGN
2025-08-20,143.24,143.82,141.6163,143.58,1540971.0,ALGN
2025-08-21,143.17,143.17,140.57,140.67,1669481.0,ALGN
2025-08-22,141.1,150.22,141.1,149.57,1503051.0,ALGN
2025-08-25,148.91,149.4525,144.825,144.96,856691.0,ALGN
2025-08-26,145.06,146.36,140.57,141.78,1063574.0,ALGN
2025-08-27,141.63,143.06,139.0,141.98,1222270.0,ALGN
2025-08-28,142.0,142.97,140.23,141.13,929151.0,ALGN
2025-08-29,141.31,143.28,141.0,141.96,982412.0,ALGN
2025-09-02,138.86,139.32,134.8,137.16,1168407.0,ALGN
2025-09-03,136.81,137.38,131.21,132.355,1752818.0,ALGN
2025-09-04,132.91,135.11,131.0,134.7,1270559.0,ALGN
2025-09-05,135.11,139.18,135.11,139.12,1059223.0,ALGN
2025-09-08,139.88,139.88,136.43,136.86,1423626.0,ALGN
2025-09-09,135.82,140.37,135.1717,135.93,1762882.0,ALGN
2025-09-10,136.23,138.54,132.48,132.94,1518230.0,ALGN
2025-09-11,133.0,137.69,132.93,135.91,1774885.0,ALGN
2025-09-12,135.52,135.52,131.51,131.56,719910.0,ALGN
2025-09-15,132.9,133.72,130.84,131.06,1057555.0,ALGN
2025-09-16,131.76,133.23,131.2701,131.82,761236.0,ALGN
2025-09-17,131.51,134.82,128.52,129.44,1453124.0,ALGN
2025-09-18,131.93,132.89,129.32,132.57,1223081.0,ALGN
2025-09-19,131.84,132.0028,130.1,131.39,2284689.0,ALGN
2025-09-22,130.99,131.97,129.375,131.18,796512.0,ALGN
2025-09-23,132.4,132.41,128.91,129.0,961128.0,ALGN
2025-09-24,128.9,130.285,127.62,128.18,938530.0,ALGN
2025-09-25,125.74,126.6578,122.0,124.88,1623280.0,ALGN
2025-09-26,125.46,127.0,124.55,126.19,909276.0,ALGN
2025-09-29,127.94,127.94,125.25,126.37,942512.0,ALGN
2025-09-30,125.6,125.925,123.02,125.22,1435356.0,ALGN
2025-10-01,126.31,128.09,125.0601,127.52,1284085.0,ALGN
2025-10-02,128.42,130.195,127.31,128.7,1094722.0,ALGN
2025-10-03,129.73,134.98,129.5,132.17,1606164.0,ALGN
2025-10-06,132.825,134.04,129.53,131.5,1478122.0,ALGN
2025-10-07,131.845,132.64,130.05,130.47,1234715.0,ALGN
2025-10-08,130.555,133.235,129.95,133.09,1051494.0,ALGN
2025-10-09,133.26,133.43,131.0301,131.87,1214920.0,ALGN
2025-10-10,128.7,130.8,124.91,125.79,1751231.0,ALGN
2025-10-13,127.25,130.035,126.26,129.54,1137218.0,ALGN
2025-10-14,127.07,131.59,126.3323,129.79,1059251.0,ALGN
2025-10-15,130.71,131.5,127.72,128.43,1075976.0,ALGN
2025-10-16,129.14,133.6515,128.65,129.84,1386025.0,ALGN
2025-10-17,129.91,131.45,128.67,130.45,1111271.0,ALGN
2025-10-20,132.62,135.06,131.13,134.93,1032093.0,ALGN
2025-10-21,133.62,136.93,132.091,136.22,957024.0,ALGN
2025-10-22,136.5,138.41,135.37,135.58,1254873.0,ALGN
2025-10-23,136.11,137.83,135.31,136.0,1032135.0,ALGN
2025-10-24,137.83,138.5,135.14,135.21,864348.0,ALGN
2025-10-27,135.43,136.81,134.13,135.65,1010822.0,ALGN
2025-10-28,134.94,135.6,132.79,133.14,874200.0,ALGN
2025-10-29,134.1,135.55,130.73,131.91,2200099.0,ALGN
2025-10-30,145.22,150.78,137.62,138.43,3842830.0,ALGN
2025-10-31,137.74,138.73,133.92,137.88,1641877.0,ALGN
2025-11-03,137.58,138.69,133.71,138.53,1246211.0,ALGN
2025-11-04,138.32,138.49,133.865,135.67,1172797.0,ALGN
2025-11-05,136.46,137.575,133.39,137.21,1189746.0,ALGN
2025-11-06,137.66,138.5,131.8972,133.73,991727.0,ALGN
2025-11-07,132.39,134.985,132.39,134.84,810879.0,ALGN
2025-11-10,136.47,138.5,134.016,138.23,872703.0,ALGN
2025-11-11,139.32,144.84,138.25,144.49,1427836.0,ALGN
2025-11-12,144.45,145.25,140.69,141.69,1212922.0,ALGN
2025-11-13,140.32,143.42,138.93,139.42,1026798.0,ALGN
2025-11-14,137.01,138.02,136.0,137.13,809753.0,ALGN
2025-11-17,135.52,136.56,131.66,132.61,902634.0,ALGN
2025-11-18,132.47,132.87,130.23,132.28,1593537.0,ALGN
2025-11-19,132.26,134.97,131.95,133.68,1049954.0,ALGN
2025-11-20,133.97,137.41,132.74,132.81,924445.0,ALGN
2025-11-21,132.96,143.46,132.635,142.56,1814117.0,ALGN
2025-11-24,142.0,145.11,139.13,143.63,6264149.0,ALGN
2025-11-25,144.43,152.99,144.3,147.5,2572486.0,ALGN
2025-11-26,147.35,149.44,146.46,147.23,1567953.0,ALGN
