date,Open,High,Low,Close,Volume,Ticker
2025-07-10,190.5,197.5,189.56,195.0,6049615.0,ABBV
2025-07-11,193.89,194.0,191.16,192.45,4990981.0,ABBV
2025-07-14,191.72,192.665,190.04,191.52,4072779.0,ABBV
2025-07-15,190.21,190.67,185.01,186.39,6729235.0,ABBV
2025-07-16,186.92,191.385,186.5,190.58,6202725.0,ABBV
2025-07-17,189.0,192.12,188.2609,191.4,4853051.0,ABBV
2025-07-18,191.505,192.34,188.57,189.26,5332163.0,ABBV
2025-07-21,189.62,189.9,184.63,184.85,4954794.0,ABBV
2025-07-22,184.94,188.1992,184.9,187.11,4432061.0,ABBV
2025-07-23,187.045,190.8,186.77,190.55,4344466.0,ABBV
2025-07-24,190.76,192.24,189.99,190.83,3463089.0,ABBV
2025-07-25,191.4,191.4,188.53,190.28,3786776.0,ABBV
2025-07-28,191.21,191.21,187.64,188.52,3776900.0,ABBV
2025-07-29,189.15,192.49,187.86,191.22,6715496.0,ABBV
2025-07-30,191.77,192.7,188.01,189.31,5008390.0,ABBV
2025-07-31,197.06,198.8256,187.62,189.02,10347929.0,ABBV
2025-08-01,189.92,197.06,189.785,195.22,8081951.0,ABBV
2025-08-04,194.81,197.37,193.72,197.19,4217462.0,ABBV
2025-08-05,197.55,199.89,196.48,198.55,4153422.0,ABBV
2025-08-06,197.23,198.05,194.67,196.3,4057267.0,ABBV
2025-08-07,197.05,199.83,196.5,198.86,4683382.0,ABBV
2025-08-08,199.08,200.33,197.14,198.05,4101771.0,ABBV
2025-08-11,198.18,199.43,196.89,198.64,6068073.0,ABBV
2025-08-12,198.09,200.02,197.05,198.64,3050118.0,ABBV
2025-08-13,199.76,201.72,199.2108,201.47,3558497.0,ABBV
2025-08-14,201.8,205.06,200.86,204.68,4635784.0,ABBV
2025-08-15,205.91,206.84,204.32,206.69,4430974.0,ABBV
2025-08-18,206.6,208.34,205.96,206.57,6083570.0,ABBV
2025-08-19,206.53,207.8,205.1009,206.19,3975515.0,ABBV
2025-08-20,206.65,211.6938,206.65,209.15,5782076.0,ABBV
2025-08-21,209.14,212.45,208.87,209.5,5324170.0,ABBV
2025-08-22,210.84,211.47,207.12,210.6,5516870.0,ABBV
2025-08-25,210.3,211.2969,207.05,207.55,2796185.0,ABBV
2025-08-26,207.52,208.58,206.57,208.36,3702929.0,ABBV
2025-08-27,208.82,210.42,207.81,208.06,3459319.0,ABBV
2025-08-28,207.65,208.01,205.4901,207.92,4523062.0,ABBV
2025-08-29,208.0,211.0,207.9,210.4,4265008.0,ABBV
2025-09-02,210.14,212.1599,208.99,211.92,4335496.0,ABBV
2025-09-03,212.42,213.42,211.48,211.86,3972769.0,ABBV
2025-09-04,212.25,214.19,211.66,213.0,3531768.0,ABBV
2025-09-05,212.55,214.34,211.0,212.56,4465421.0,ABBV
2025-09-08,210.99,212.0,207.6116,209.79,5525921.0,ABBV
2025-09-09,209.53,210.72,209.12,210.42,3097114.0,ABBV
2025-09-10,210.23,212.27,208.435,211.64,4520838.0,ABBV
2025-09-11,220.35,221.765,216.75,220.22,7648085.0,ABBV
2025-09-12,219.12,220.375,218.225,218.34,4419123.0,ABBV
2025-09-15,219.6,219.6,214.31,217.61,5162389.0,ABBV
2025-09-16,218.33,218.71,215.84,216.26,4251076.0,ABBV
2025-09-17,219.1,221.55,217.3,220.81,5258357.0,ABBV
2025-09-18,221.07,222.07,219.92,221.99,4445792.0,ABBV
2025-09-19,222.415,223.49,221.585,222.47,14415107.0,ABBV
2025-09-22,222.46,225.16,221.43,222.59,5990698.0,ABBV
2025-09-23,222.01,224.4025,221.925,222.61,4630091.0,ABBV
2025-09-24,222.0,222.2399,218.54,219.99,5074766.0,ABBV
2025-09-25,220.1,222.26,218.03,218.54,6666028.0,ABBV
2025-09-26,220.63,221.48,217.67,220.61,4185796.0,ABBV
2025-09-29,220.75,223.24,219.79,223.16,4958361.0,ABBV
2025-09-30,223.06,232.3525,222.565,231.54,9187338.0,ABBV
2025-10-01,233.64,244.81,232.0,244.38,12243139.0,ABBV
2025-10-02,240.89,242.67,234.52,236.56,8107666.0,ABBV
2025-10-03,236.9,238.8396,233.71,233.91,6547632.0,ABBV
2025-10-06,231.71,232.95,227.92,230.19,11940287.0,ABBV
2025-10-07,231.29,234.08,227.59,232.83,4901000.0,ABBV
2025-10-08,231.48,233.0,229.68,231.24,5413013.0,ABBV
2025-10-09,233.27,233.79,230.62,230.69,4607869.0,ABBV
2025-10-10,231.51,234.68,230.5,230.5,6156932.0,ABBV
2025-10-13,230.0,233.805,229.2244,230.3,5411890.0,ABBV
2025-10-14,228.07,230.65,227.51,229.13,5527553.0,ABBV
2025-10-15,227.2,228.95,225.32,226.22,5459705.0,ABBV
2025-10-16,226.22,228.11,225.46,226.87,4737529.0,ABBV
2025-10-17,227.52,230.711,226.805,229.57,7150042.0,ABBV
2025-10-20,231.0,232.26,230.0,232.06,5246946.0,ABBV
2025-10-21,232.15,232.81,229.83,231.39,3298131.0,ABBV
2025-10-22,231.67,232.16,228.43,228.68,3523765.0,ABBV
2025-10-23,228.99,229.86,227.25,228.25,5818006.0,ABBV
2025-10-24,228.78,229.04,226.25,227.99,3554688.0,ABBV
2025-10-27,227.95,228.6,227.12,228.03,2784402.0,ABBV
2025-10-28,227.0,228.4,224.31,227.54,3724183.0,ABBV
2025-10-29,227.62,227.9999,224.04,225.14,5469686.0,ABBV
2025-10-30,227.05,229.65,226.41,228.2,5020654.0,ABBV
2025-10-31,223.0,223.87,216.0,218.04,10825326.0,ABBV
2025-11-03,216.68,219.0,211.69,211.96,8874341.0,ABBV
2025-11-04,212.37,217.08,212.37,215.89,6184010.0,ABBV
2025-11-05,215.74,217.43,212.6,216.77,4919216.0,ABBV
2025-11-06,215.89,219.684,215.65,219.04,6615338.0,ABBV
2025-11-07,219.31,220.99,217.09,219.16,4647894.0,ABBV
2025-11-10,217.0,219.86,216.1498,218.71,4530984.0,ABBV
2025-11-11,219.0,225.42,219.0,225.17,4802442.0,ABBV
2025-11-12,225.4,234.0,225.29,233.23,8583201.0,ABBV
2025-11-13,233.74,239.29,232.16,232.29,7968822.0,ABBV
2025-11-14,233.61,235.0,230.3201,232.36,5461523.0,ABBV
2025-11-17,233.26,235.35,229.23,234.0,5023149.0,ABBV
2025-11-18,235.0,237.19,232.1131,233.87,6232602.0,ABBV
2025-11-19,233.54,238.15,230.36,232.91,7618431.0,ABBV
2025-11-20,233.26,234.95,228.0,229.45,4283604.0,ABBV
2025-11-21,230.545,238.01,230.14,236.28,8017597.0,ABBV
2025-11-24,236.0,237.62,228.48,229.51,10225855.0,ABBV
2025-11-25,230.32,234.08,230.31,231.8,7134461.0,ABBV
2025-11-26,232.04,232.48,226.64,227.66,5921088.0,ABBV
2025-11-28,226.85,228.09,225.51,227.7,2655563.0,ABBV
